7cd  25.854 101408.824  -6.975 464.416  52.692  25.651  25.593 
8d4  26.218 101340.720  -1.310 242.538  51.777  26.187  25.875 
7ef  25.967 101418.848  -7.810 329.345  53.249  25.984  25.718 
7cd  25.860 101401.000  -6.325 464.584  52.692  25.673  25.593 
8d4  26.231 101331.664   0.554 240.432  51.777  26.187  25.875 
7ef  25.967 101424.952  -8.317 331.878  53.196  25.984  25.718 ,63562208646314
7cd  25.867 101396.368  -5.939 464.157  52.662  25.673  25.593 
8d4  26.218 101325.056   0.005 240.753  51.777  26.187  25.875 
7ef  25.973 101426.688  -8.460 327.331  53.249  25.984  25.718 ,63562208647454
7cd  25.860 101413.760  -7.387 464.782  52.662  25.683  25.593 
8d4  26.231 101363.032  -3.165 244.323  51.807  26.198  25.875 
7ef  25.973 101441.936  -9.728 331.832  53.249  25.973  25.718 
7cd  25.879 101428.568  -8.619 465.728  52.662  25.694  25.593 ,63562208649094
8d4  26.237 101345.960  -1.743 246.307  51.807  26.187  25.875 
7ef  25.991 101450.176 -10.415 335.723  53.249  25.984  25.718 ,63562208649734
8d4  26.218 101356.400  -2.615 247.848  51.830  26.187  25.875 
7ef  25.979 101446.728 -10.130 335.449  53.249  25.973  25.718 
7cd  25.860 101423.328  -8.180 464.614  52.631  25.716  25.625 
8d4  26.224 101358.152  -2.758 245.697  51.861  26.187  25.875 
7ef  25.991 101459.328 -11.176 332.748  53.196  25.984  25.718 
7cd  25.867 101425.080  -8.328 464.584  52.609  25.726  25.625 
8d4  26.224 101355.008  -2.499 241.912  51.830  26.187  25.875 
7ef  25.991 101450.176 -10.415 330.200  53.165  25.984  25.718 
7cd  25.867 101437.832  -9.390 464.157  52.609  25.737  25.625 
8d4  26.224 101361.288  -3.022 240.448  51.830  26.198  25.875 
7ef  25.997 101445.816 -10.051 326.614  53.165  25.984  25.718 ,63562208654314
7cd  25.867 101428.264  -8.592 463.012  52.609  25.737  25.625 
8d4  26.231 101366.168  -3.424 240.615  51.830  26.198  25.875 ,63562208655334
7ef  26.004 101447.536 -10.199 327.514  53.165  25.984  25.718 ,63562208655458
7cd  25.860 101423.328  -8.180 463.317  52.631  25.748  25.625 
8d4  26.231 101366.168  -3.424 241.989  51.830  26.187  25.875 
7ef  26.004 101453.640 -10.706 330.032  53.165  25.984  25.718 
7cd  25.860 101429.704  -8.714 464.630  52.631  25.748  25.656 
8d4  26.218 101359.536  -2.874 244.338  51.807  26.187  25.875 
7ef  25.997 101445.816 -10.051 333.557  53.165  25.984  25.718 
8d4  26.231 101353.624  -2.383 245.513  51.807  26.198  25.875 
7ef  26.010 101440.120  -9.580 333.404  53.165  25.984  25.718 
7cd  25.860 101401.000  -6.325 464.248  52.631  25.758  25.656 
8d4  26.237 101339.688  -1.220 242.996  51.807  26.198  25.875 
7ef  26.016 101426.608  -8.455 332.214  53.165  25.984  25.718 
7cd  25.879 101409.440  -7.028 464.324  52.662  25.769  25.656 
8d4  26.243 101344.560  -1.627 239.608  51.830  26.198  25.875 ,63562208661034
7ef  26.016 101432.704  -8.962 327.270  53.135  25.984  25.718 
7cd  25.879 101403.056  -6.494 463.623  52.662  25.769  25.656 
7ef  26.010 101421.832  -8.058 330.001  53.135  25.984  25.718 
7cd  25.885 101404.800  -6.642 462.158  52.662  25.769  25.656 
8d4  26.231 101331.664   0.554 240.692  51.830  26.198  25.875 
7ef  26.022 101419.184  -7.836 327.545  53.135  25.984  25.718 
7cd  25.867 101396.368  -5.939 463.394  52.662  25.780  25.656 
8d4  26.224 101326.792   0.147 242.691  51.830  26.198  25.875 
7ef  26.016 101414.408  -7.440 333.557  53.135  25.984  25.718 ,63562208664614
7cd  25.892 101406.544  -6.785 462.753  52.662  25.780  25.656 ,63562208665094
8d4  26.243 101344.560  -1.627 245.071  51.830  26.198  25.875 
7ef  26.047 101426.136  -8.418 334.625  53.165  25.984  25.750 ,63562208665754
7cd  25.879 101409.440  -7.028 463.974  52.692  25.780  25.656 
8d4  26.237 101330.280   0.438 245.376  51.830  26.198  25.875 
7ef  26.034 101422.664  -8.127 334.106  53.165  25.994  25.750 
7cd  25.879 101403.056  -6.494 464.035  52.662  25.780  25.656 
8d4  26.231 101334.808   0.819 242.202  51.830  26.198  25.875 
7ef  26.040 101418.296  -7.763 333.358  53.165  25.994  25.750 
7cd  25.879 101396.672  -5.966 463.546  52.662  25.780  25.656 
8d4  26.237 101330.280   0.438 241.348  51.807  26.198  25.875 
7ef  26.028 101417.880  -7.731 329.086  53.135  25.994  25.750 
7cd  25.892 101396.976  -5.992 463.104  52.662  25.780  25.656 
7ef  26.047 101423.080  -8.164 328.140  53.135  26.005  25.750 
7cd  25.898 101401.912  -6.399 462.814  52.631  25.780  25.687 
8d4  26.237 101330.280   0.438 240.325  51.830  26.198  25.875 ,63562208671333
7ef  26.053 101430.912  -8.814 332.214  53.104  26.005  25.750 
7cd  25.885 101398.424  -6.108 461.868  52.631  25.780  25.687 ,63562208671974
8d4  26.231 101337.944  -1.078 237.655  51.861  26.198  25.875 
7ef  26.053 101427.864  -8.560 332.153  53.074  26.005  25.750 
7cd  25.904 101403.664  -6.547 461.929  52.631  25.780  25.687 
8d4  26.218 101331.312   0.528 240.722  51.861  26.198  25.875 
7ef  26.047 101423.080  -8.164 332.794  53.074  26.005  25.750 
7cd  25.904 101406.848  -6.811 462.509  52.631  25.780  25.687 
8d4  26.218 101325.056   0.005 238.021  51.861  26.198  25.875 
7ef  26.059 101417.376  -7.689 332.427  53.074  26.016  25.781 ,63562208674893
7cd  25.904 101403.664  -6.547 462.997  52.631  25.780  25.687 ,63562208675394
8d4  26.231 101334.808   0.819 241.256  51.861  26.187  25.875 ,63562208675914
7ef  26.065 101428.256  -8.592 328.445  53.074  26.005  25.781 ,63562208676035
7cd  25.904 101397.280  -6.013 463.806  52.601  25.780  25.687 
8d4  26.231 101331.664   0.554 243.240  51.861  26.198  25.875 
7ef  26.065 101431.312  -8.846 329.742  53.074  26.016  25.781 
7cd  25.910 101399.024  -6.161 464.553  52.601  25.780  25.687 
7ef  26.040 101424.392  -8.270 333.724  53.074  26.016  25.781 
7cd  25.910 101399.024  -6.161 463.562  52.631  25.780  25.687 ,63562208678834
8d4  26.231 101341.080  -1.336 246.917  51.830  26.187  25.875 ,63562208679334
7ef  26.034 101410.464  -7.113 334.045  53.074  26.016  25.781 ,63562208679474
7cd  25.916 101407.160  -6.838 464.645  52.601  25.791  25.687 
8d4  26.218 101328.176   0.264 244.750  51.830  26.198  25.875 
7ef  26.034 101419.608  -7.873 334.396  53.020  26.016  25.781 ,63562208680614
7cd  25.916 101403.960  -6.573 464.477  52.601  25.780  25.687 
8d4  26.231 101337.944  -1.078 245.147  51.830  26.187  25.875 ,63562208681634
7ef  26.047 101429.184  -8.671 331.344  52.959  26.027  25.781 ,63562208681754
7cd  25.929 101397.888  -6.066 463.577  52.601  25.780  25.687 
8d4  26.231 101334.808   0.819 240.371  51.830  26.187  25.875 ,63562208682774
7ef  26.047 101423.080  -8.164 329.010  52.898  26.027  25.781 
7cd  25.929 101404.256  -6.595 463.043  52.601  25.791  25.687 
8d4  26.218 101321.912   0.256 240.707  51.830  26.198  25.875 
7ef  26.040 101421.344  -8.016 332.824  52.868  26.016  25.781 
7cd  25.929 101404.256  -6.595 463.134  52.601  25.791  25.687 
8d4  26.218 101325.056   0.005 241.806  51.807  26.198  25.875 
7ef  26.028 101414.832  -7.477 332.809  52.845  26.027  25.781 
7cd  25.929 101404.256  -6.595 462.112  52.601  25.791  25.687 
7ef  26.040 101421.344  -8.016 331.466  52.815  26.027  25.781 
7cd  25.935 101399.632  -6.209 463.241  52.601  25.801  25.687 ,63562208686834
8d4  26.231 101331.664   0.554 242.202  51.807  26.198  25.875 
7ef  26.040 101421.344  -8.016 328.277  52.815  26.027  25.781 ,63562208687474
7cd  25.941 101398.192  -6.093 463.516  52.601  25.801  25.718 
8d4  26.243 101328.888   0.322 240.432  51.807  26.198  25.875 ,63562208688497
7ef  26.034 101413.512  -7.366 328.521  52.784  26.016  25.781 
7cd  25.954 101408.056  -6.912 462.829  52.601  25.801  25.718 
8d4  26.218 101331.312   0.528 239.929  51.807  26.209  25.875 
7ef  26.047 101438.336  -9.432 331.451  52.784  26.027  25.781 
7cd  25.941 101407.768  -6.885 461.181  52.601  25.801  25.718 
8d4  26.237 101345.960  -1.743 236.633  51.830  26.198  25.875 
7ef  26.040 101433.552  -9.031 331.283  52.784  26.037  25.781 
7cd  25.947 101409.512  -7.033 461.669  52.601  25.801  25.718 
8d4  26.237 101339.688  -1.220 238.418  51.830  26.209  25.875 
7ef  26.040 101433.552  -9.031 331.192  52.784  26.037  25.781 
7cd  25.960 101419.376  -7.852 461.105  52.601  25.801  25.718 ,63562208692554
8d4  26.231 101341.080  -1.336 239.227  51.830  26.209  25.875 
7ef  26.034 101431.816  -8.888 331.146  52.815  26.048  25.781 ,63562208693194
7cd  25.966 101427.504  -8.529 461.944  52.601  25.812  25.718 ,63562208693694
7ef  26.053 101443.120  -9.829 331.771  52.845  26.048  25.781 
7cd  25.954 101404.864  -6.647 462.585  52.601  25.801  25.718 
8d4  26.237 101349.104  -2.008 238.891  51.861  26.209  25.906 
7ef  26.047 101435.280  -9.179 330.627  52.868  26.048  25.781 
7cd  25.954 101401.680  -6.383 461.898  52.601  25.801  25.718 
8d4  26.231 101341.080  -1.336 241.638  51.861  26.209  25.906 
7ef  26.034 101434.856  -9.142 328.491  52.898  26.037  25.781 
7cd  25.960 101400.224  -6.262 462.265  52.601  25.812  25.718 
8d4  26.237 101330.280   0.438 244.247  51.861  26.209  25.906 
7ef  26.028 101420.920  -7.984 333.007  52.898  26.027  25.781 
7cd  25.978 101405.480  -6.700 462.326  52.601  25.812  25.718 
8d4  26.224 101326.792   0.147 243.270  51.861  26.220  25.906 
7ef  26.016 101420.496  -7.947 331.466  52.898  26.016  25.781 
7cd  25.960 101397.040  -5.997 462.112  52.601  25.812  25.718 
8d4  26.237 101333.424   0.702 242.553  51.891  26.209  25.906 
7ef  26.004 101420.088  -7.910 327.484  52.868  25.994  25.750 
7cd  25.960 101393.848  -5.728 461.868  52.601  25.812  25.718 
8d4  26.237 101330.280   0.438 245.925  51.891  26.220  25.906 ,63562208701054
7ef  25.991 101407.488  -6.864 331.237  52.845  25.973  25.750 
7cd  25.966 101401.984  -6.404 462.814  52.601  25.823  25.718 
7ef  26.016 101420.496  -7.947 329.711  52.784  25.962  25.718 
7cd  25.978 101399.088  -6.167 462.356  52.631  25.812  25.718 
8d4  26.243 101332.024   0.586 239.593  51.891  26.220  25.906 
7ef  26.016 101420.496  -7.947 327.407  52.692  25.951  25.718 
7cd  25.966 101401.984  -6.404 460.647  52.631  25.823  25.750 
8d4  26.231 101334.808   0.819 240.234  51.891  26.220  25.906 
7ef  26.022 101422.240  -8.090 327.682  52.692  25.930  25.718 
7cd  25.978 101399.088  -6.167 462.188  52.631  25.823  25.750 
8d4  26.237 101330.280   0.438 244.918  51.891  26.230  25.906 
7ef  26.022 101425.296  -8.344 332.229  52.670  25.919  25.718 
7cd  25.966 101401.984  -6.404 462.615  52.631  25.823  25.750 
8d4  26.237 101330.280   0.438 245.635  51.922  26.230  25.906 
7ef  26.022 101416.136  -7.583 334.915  52.670  25.909  25.687 
7cd  25.978 101405.480  -6.700 462.234  52.631  25.823  25.750 
8d4  26.224 101326.792   0.147 247.863  51.922  26.230  25.906 
7ef  26.028 101430.080  -8.745 334.487  52.670  25.887  25.687 
7cd  25.985 101404.032  -6.579 463.485  52.662  25.823  25.750 
8d4  26.243 101338.296  -1.109 248.855  51.922  26.230  25.906 
7ef  26.028 101423.976  -8.238 334.610  52.670  25.855  25.687 
7cd  25.991 101408.952  -6.986 463.684  52.631  25.833  25.750 
7ef  26.022 101434.448  -9.110 334.304  52.670  25.844  25.687 ,63562208710354
7cd  25.997 101423.480  -8.196 462.799  52.631  25.833  25.750 
8d4  26.237 101355.368  -2.526 244.338  51.922  26.230  25.906 
7ef  26.040 101451.848 -10.553 332.611  52.670  25.833  25.656 
7cd  26.003 101431.600  -8.872 462.905  52.631  25.833  25.750 
8d4  26.243 101366.520  -3.456 243.194  51.922  26.230  25.906 
7ef  26.028 101448.376 -10.267 328.109  52.670  25.833  25.656 
7cd  25.997 101429.856  -8.724 461.761  52.631  25.833  25.750 
8d4  26.243 101363.384  -3.197 242.172  51.922  26.230  25.906 
7ef  26.028 101448.376 -10.267 327.606  52.670  25.823  25.656 
7cd  25.991 101421.728  -8.048 460.983  52.631  25.844  25.750 ,63562208714274
8d4  26.255 101360.608  -2.964 237.365  51.922  26.230  25.906 ,63562208714795
7ef  26.028 101448.376 -10.267 326.599  52.700  25.823  25.656 
7cd  25.997 101417.096  -7.662 460.556  52.601  25.844  25.750 
8d4  26.243 101353.976  -2.409 241.317  51.922  26.230  25.906 
7ef  26.040 101448.800 -10.299 326.583  52.723  25.812  25.656 
7cd  26.003 101425.224  -8.339 461.151  52.601  25.844  25.781 
8d4  26.237 101361.640  -3.049 242.965  51.922  26.230  25.906 
7ef  26.034 101447.072 -10.156 331.024  52.753  25.801  25.656 
7cd  25.991 101428.104  -8.582 461.242  52.601  25.844  25.781 
7ef  26.028 101448.376 -10.267 333.145  52.784  25.801  25.656 
7cd  25.997 101423.480  -8.196 461.685  52.601  25.844  25.781 
8d4  26.231 101350.488  -2.119 244.018  51.922  26.230  25.906 
7ef  26.040 101445.752 -10.045 333.206  52.784  25.812  25.656 
7cd  26.003 101418.840  -7.810 461.196  52.601  25.844  25.781 ,63562208719994
8d4  26.231 101341.080  -1.336 244.613  51.922  26.220  25.906 
7ef  26.022 101437.504  -9.364 332.717  52.784  25.823  25.656 
7cd  25.997 101413.904  -7.398 461.059  52.601  25.855  25.781 
8d4  26.243 101332.024   0.586 245.712  51.922  26.220  25.906 ,63562208721654
7ef  26.016 101423.552  -8.201 332.870  52.815  25.812  25.656 
7cd  25.997 101397.952  -6.071 461.730  52.578  25.855  25.781 
8d4  26.255 101335.520   0.877 243.499  51.922  26.220  25.906 
7ef  25.985 101421.008  -7.990 331.985  52.815  25.823  25.656 
7cd  25.997 101397.952  -6.071 461.364  52.578  25.866  25.781 
8d4  26.237 101336.544   0.961 244.155  51.922  26.220  25.906 
7ef  25.967 101412.752  -7.303 329.483  52.815  25.833  25.656 
7cd  26.003 101412.464  -7.276 461.090  52.578  25.855  25.781 
8d4  26.237 101330.280   0.438 242.004  51.922  26.220  25.906 
7ef  25.954 101424.528  -8.280 328.903  52.815  25.823  25.656 
7cd  26.009 101398.256  -6.098 460.845  52.547  25.866  25.781 ,63562208725714
7ef  25.942 101427.168  -8.502 326.873  52.784  25.833  25.656 
7cd  25.997 101407.520  -6.869 459.823  52.517  25.866  25.781 ,63562208726854
8d4  26.243 101338.296  -1.109 238.754  51.922  26.220  25.906 
7ef  25.930 101420.640  -7.958 328.567  52.753  25.833  25.656 
7cd  26.003 101412.464  -7.276 460.342  52.517  25.887  25.812 ,63562208727994
8d4  26.243 101328.888   0.322 239.776  51.922  26.220  25.906 ,63562208728514
7ef  25.924 101421.960  -8.069 328.796  52.723  25.833  25.656 
7cd  26.003 101396.496  -5.950 460.479  52.517  25.887  25.812 
8d4  26.237 101330.280   0.438 239.593  51.891  26.220  25.906 
7ef  25.918 101420.224  -7.926 326.400  52.700  25.844  25.656 ,63562208729774
7cd  26.016 101415.944  -7.567 460.418  52.517  25.909  25.812 
8d4  26.231 101328.528   0.295 237.777  51.891  26.220  25.906 
7ef  25.905 101425.912  -8.397 326.080  52.670  25.855  25.656 
7cd  26.009 101407.832  -6.891 460.342  52.486  25.909  25.812 
8d4  26.231 101328.528   0.295 240.676  51.891  26.220  25.906 ,63562208731934
7ef  25.905 101432.016  -8.904 327.621  52.639  25.855  25.656 
7cd  26.016 101409.568  -7.039 459.457  52.517  25.909  25.812 ,63562208732575
8d4  26.237 101333.424   0.702 239.868  51.861  26.220  25.906 ,63562208733074
7ef  25.893 101416.352  -7.604 330.245  52.578  25.866  25.656 
7cd  26.016 101403.176  -6.505 459.579  52.486  25.909  25.812 
7ef  25.893 101425.504  -8.365 331.008  52.547  25.866  25.656 ,63562208734354
7cd  26.003 101399.696  -6.214 460.510  52.486  25.909  25.812 
8d4  26.237 101330.280   0.438 241.149  51.830  26.209  25.906 
7ef  25.874 101420.288  -7.932 330.352  52.547  25.887  25.656 
7cd  26.003 101399.696  -6.214 460.128  52.486  25.909  25.812 
8d4  26.243 101338.296  -1.109 242.904  51.830  26.209  25.906 
7ef  25.868 101406.360  -6.769 331.085  52.547  25.898  25.656 ,63562208736633
7cd  26.016 101390.424  -5.443 459.960  52.486  25.919  25.812 ,63562208737134
8d4  26.243 101332.024   0.586 240.341  51.807  26.209  25.906 
7ef  25.874 101417.248  -7.678 328.414  52.578  25.898  25.656 
7cd  26.016 101403.176  -6.505 460.235  52.456  25.919  25.812 
8d4  26.237 101324.008   0.081 238.296  51.807  26.220  25.906 
7ef  25.868 101415.504  -7.530 327.667  52.578  25.898  25.656 
7cd  26.009 101395.064  -5.828 459.487  52.425  25.919  25.812 
8d4  26.249 101340.040  -1.252 240.310  51.807  26.220  25.906 
7ef  25.874 101429.448  -8.693 329.177  52.578  25.909  25.656 
7cd  26.022 101404.928  -6.653 459.472  52.425  25.930  25.812 
8d4  26.243 101332.024   0.586 240.280  51.807  26.220  25.906 
7ef  25.868 101418.560  -7.784 329.055  52.639  25.919  25.656 ,63562208741214
7cd  26.016 101399.992  -6.241 460.098  52.425  25.930  25.812 
7ef  25.868 101421.616  -8.043 330.001  52.670  25.919  25.656 
7cd  26.022 101401.744  -6.389 459.381  52.395  25.930  25.812 
8d4  26.249 101327.504   0.206 241.271  51.777  26.220  25.906 
7ef  25.850 101419.448  -7.858 329.803  52.753  25.930  25.687 ,63562208743515
7cd  26.009 101391.872  -5.564 459.610  52.372  25.930  25.812 
8d4  26.243 101332.024   0.586 241.806  51.777  26.209  25.906 ,63562208744514
7ef  25.856 101408.992  -6.991 331.466  52.815  25.930  25.656 
7cd  26.003 101390.128  -5.421 460.479  52.311  25.930  25.812 
8d4  26.243 101328.888   0.322 241.363  51.777  26.209  25.906 
7ef  25.868 101421.616  -8.043 335.571  52.868  25.930  25.687 
7cd  26.022 101404.928  -6.653 459.991  52.311  25.919  25.812 
8d4  26.243 101338.296  -1.109 241.516  51.746  26.220  25.906 ,63562208746794
7ef  25.868 101415.504  -7.530 334.838  52.898  25.941  25.687 
7cd  26.022 101398.552  -6.124 459.426  52.311  25.930  25.812 
8d4  26.218 101331.312   0.528 240.692  51.746  26.209  25.906 ,63562208747941
7ef  25.868 101421.616  -8.043 334.640  52.929  25.951  25.687 ,63562208748080
7cd  26.009 101401.456  -6.362 459.945  52.311  25.930  25.812 ,63562208748612
8d4  26.218 101325.056   0.005 241.333  51.746  26.209  25.906 ,63562208749094
7ef  25.881 101425.072  -8.328 334.518  52.959  25.951  25.687 ,63562208749214
7cd  26.022 101404.928  -6.653 460.388  52.280  25.930  25.812 ,63562208749715
8d4  26.212 101329.576   0.380 242.492  51.716  26.209  25.906 ,63562208750240
7ef  25.856 101418.144  -7.752 334.793  52.990  25.962  25.687 ,63562208750374
7cd  26.028 101406.680  -6.795 459.960  52.280  25.930  25.812 ,63562208750857
8d4  26.231 101328.528   0.295 242.401  51.716  26.209  25.906 ,63562208751375
7ef  25.862 101419.872  -7.895 331.970  52.959  25.973  25.687 ,63562208751523
7cd  26.028 101400.296  -6.267 459.426  52.280  25.941  25.843 ,63562208752016
8d4  26.231 101319.136   0.488 238.265  51.716  26.209  25.906 ,63562208752525
7ef  25.868 101427.712  -8.545 329.376  52.929  25.973  25.687 
7cd  26.016 101390.424  -5.443 458.938  52.280  25.941  25.843 ,63562208753155
8d4  26.231 101325.400   0.031 238.891  51.716  26.209  25.906 
7ef  25.856 101415.096  -7.498 331.222  52.898  25.984  25.687 ,63562208753797
7cd  26.016 101390.424  -5.443 459.304  52.250  25.941  25.843 ,63562208754294
8d4  26.231 101337.944  -1.078 241.973  51.716  26.209  25.906 ,63562208754815
7ef  25.862 101416.832  -7.641 333.557  52.898  25.984  25.687 
7cd  26.022 101385.792  -5.062 460.067  52.219  25.941  25.843 
8d4  26.206 101321.552   0.285 244.064  51.716  26.209  25.906 ,63562208755956
7ef  25.868 101415.504  -7.530 333.374  52.898  25.984  25.687 
7cd  26.016 101393.616  -5.712 460.449  52.219  25.941  25.843 ,63562208756575
8d4  26.212 101335.832   0.903 242.050  51.716  26.209  25.906 
7ef  25.881 101418.976  -7.821 333.831  52.898  25.984  25.687 
7cd  26.034 101402.040  -6.410 460.113  52.219  25.941  25.843 
8d4  26.218 101337.584  -1.046 244.018  51.716  26.209  25.906 ,63562208758234
7ef  25.874 101423.344  -8.185 333.923  52.898  25.994  25.687 ,63562208758374
7cd  26.034 101402.040  -6.410 460.021  52.189  25.941  25.843 
8d4  26.218 101331.312   0.528 241.256  51.716  26.209  25.906 ,63562208759374
7ef  25.856 101412.048  -7.245 332.626  52.898  26.005  25.687 ,63562208759524
7cd  26.028 101393.912  -5.733 458.892  52.189  25.941  25.843 
8d4  26.206 101321.552   0.285 238.265  51.716  26.209  25.906 ,63562208760531
7ef  25.868 101421.616  -8.043 330.917  52.929  26.005  25.687 ,63562208760655
7cd  26.028 101400.296  -6.267 459.167  52.166  25.930  25.843 ,63562208761158
8d4  26.206 101321.552   0.285 240.295  51.716  26.209  25.906 ,63562208761675
7ef  25.831 101414.240  -7.424 328.582  52.898  26.005  25.687 ,63562208761794
7cd  26.028 101387.528  -5.205 459.259  52.166  25.930  25.843 
8d4  26.212 101329.576   0.380 242.019  51.716  26.209  25.906 ,63562208762814
7ef  25.850 101422.496  -8.111 328.262  52.898  26.005  25.687 ,63562208762934
7cd  26.028 101393.912  -5.733 459.808  52.166  25.930  25.812 
8d4  26.206 101324.680   0.026 241.546  51.716  26.209  25.906 ,63562208763956
7ef  25.850 101422.496  -8.111 329.956  52.898  26.005  25.687 ,63562208764095
7cd  26.028 101393.912  -5.733 459.564  52.189  25.919  25.812 
8d4  26.206 101330.960   0.496 242.050  51.685  26.209  25.906 
7ef  25.838 101409.872  -7.065 330.474  52.898  26.005  25.687 ,63562208765234
7cd  26.047 101408.712  -6.965 459.762  52.219  25.919  25.812 ,63562208765735
7ef  25.838 101412.920  -7.319 330.184  52.929  26.016  25.687 ,63562208766381
7cd  26.034 101398.848  -6.145 459.060  52.250  25.919  25.812 
8d4  26.200 101332.344   0.613 239.639  51.685  26.209  25.906 
7ef  25.838 101419.024  -7.826 328.659  52.929  26.016  25.687 
7cd  26.047 101399.152  -6.172 457.946  52.189  25.909  25.812 
8d4  26.206 101330.960   0.496 239.486  51.685  26.209  25.906 ,63562208768534
7ef  25.831 101417.296  -7.683 330.490  52.959  26.016  25.687 
7cd  26.047 101389.576  -5.374 459.152  52.189  25.909  25.812 ,63562208769154
8d4  26.206 101330.960   0.496 241.851  51.685  26.198  25.906 
7ef  25.825 101415.552  -7.535 332.717  52.959  26.016  25.687 
7cd  26.053 101391.320  -5.522 459.671  52.166  25.919  25.843 ,63562208770296
8d4  26.212 101323.304   0.140 243.042  51.685  26.209  25.906 
7ef  25.819 101416.864  -7.646 332.901  52.959  26.027  25.718 
7cd  26.047 101399.152  -6.172 458.984  52.166  25.909  25.843 
8d4  26.212 101342.112  -1.421 240.158  51.685  26.209  25.906 ,63562208771964
7ef  25.819 101419.912  -7.900 332.107  52.959  26.027  25.718 ,63562208772094
7cd  26.047 101392.760  -5.638 459.106  52.135  25.909  25.843 
8d4  26.200 101329.216   0.348 241.607  51.685  26.209  25.906 
7ef  25.831 101417.296  -7.683 332.473  52.959  26.027  25.718 
7cd  26.047 101395.952  -5.902 458.648  52.105  25.909  25.843 
7ef  25.831 101411.184  -7.171 333.129  52.959  26.027  25.718 ,63562208774375
7cd  26.053 101400.888  -6.315 458.786  52.074  25.919  25.843 ,63562208774877
8d4  26.212 101332.712   0.639 239.089  51.716  26.209  25.906 ,63562208775399
7ef  25.838 101415.968  -7.572 331.268  52.959  26.027  25.718 ,63562208775515
7cd  26.047 101392.760  -5.638 458.724  52.074  25.919  25.812 ,63562208776026
8d4  26.194 101324.328   0.055 239.883  51.716  26.220  25.906 ,63562208776539
7ef  25.850 101419.448  -7.858 329.513  52.959  26.027  25.718 ,63562208776674
7cd  26.053 101397.712  -6.050 459.564  52.044  25.909  25.843 ,63562208777154
8d4  26.188 101316.312   0.723 241.027  51.685  26.209  25.906 ,63562208777675
7ef  25.856 101412.048  -7.245 327.148  52.959  26.037  25.718 ,63562208777814
7cd  26.065 101398.008  -6.077 458.480  52.044  25.909  25.843 ,63562208778299
8d4  26.194 101330.600   0.465 238.662  51.685  26.220  25.906 ,63562208778818
7ef  25.844 101417.712  -7.715 326.965  52.990  26.037  25.718 ,63562208778954
7cd  26.053 101400.888  -6.315 458.801  52.013  25.909  25.843 
8d4  26.175 101325.360   0.031 237.167  51.685  26.209  25.906 
7ef  25.856 101412.048  -7.245 326.858  52.959  26.037  25.718 
7cd  26.047 101386.384  -5.110 457.778  52.013  25.909  25.843 
8d4  26.194 101333.744   0.729 237.838  51.685  26.220  25.906 ,63562208781094
7ef  25.856 101412.048  -7.245 329.299  52.990  26.048  25.718 
7cd  26.065 101407.568  -6.869 458.114  52.013  25.919  25.843 
8d4  26.182 101327.112   0.174 237.197  51.655  26.209  25.906 
7ef  25.862 101419.872  -7.895 328.002  52.959  26.037  25.718 
7cd  26.065 101401.192  -6.341 459.106  52.013  25.930  25.843 ,63562208782876
8d4  26.182 101317.704   0.607 241.256  51.655  26.209  25.906 
7ef  25.868 101421.616  -8.043 327.987  52.959  26.048  25.718 ,63562208783531
7cd  26.053 101400.888  -6.315 460.083  52.013  25.930  25.843 ,63562208784014
8d4  26.206 101334.096   0.755 244.064  51.655  26.209  25.906 ,63562208784537
7ef  25.856 101418.144  -7.752 327.011  52.959  26.048  25.718 
7cd  26.065 101401.192  -6.341 460.998  52.013  25.930  25.843 
8d4  26.200 101329.216   0.348 245.819  51.655  26.220  25.906 
7ef  25.856 101412.048  -7.245 331.909  52.929  26.048  25.718 ,63562208785814
7cd  26.065 101394.808  -5.807 461.181  52.013  25.930  25.843 
8d4  26.188 101328.856   0.322 244.979  51.655  26.209  25.906 ,63562208786815
7ef  25.868 101424.656  -8.291 332.901  52.929  26.048  25.718 
7cd  26.065 101394.808  -5.807 460.449  52.013  25.930  25.843 ,63562208787465
8d4  26.188 101322.584   0.200 245.925  51.655  26.220  25.906 
7ef  25.856 101421.192  -8.006 333.572  52.929  26.048  25.718 ,63562208788094
7cd  26.065 101404.384  -6.605 461.456  52.013  25.941  25.843 ,63562208788595
8d4  26.188 101328.856   0.322 247.314  51.655  26.209  25.906 
7ef  25.856 101408.992  -6.991 333.694  52.929  26.059  25.718 
7cd  26.053 101391.320  -5.522 461.532  51.983  25.941  25.843 
8d4  26.175 101325.360   0.031 245.254  51.655  26.209  25.906 ,63562208790254
7ef  25.868 101421.616  -8.043 333.068  52.929  26.048  25.718 
7cd  26.059 101393.072  -5.665 460.296  51.983  25.951  25.843 ,63562208790877
8d4  26.182 101330.248   0.438 244.277  51.685  26.209  25.906 
7ef  25.881 101428.128  -8.582 330.627  52.929  26.059  25.718 ,63562208791534
7cd  26.059 101399.448  -6.193 459.320  51.983  25.951  25.875 ,63562208792034
8d4  26.194 101336.872   0.988 242.248  51.685  26.209  25.906 ,63562208792534
7ef  25.874 101426.400  -8.439 328.613  52.959  26.059  25.718 ,63562208792676
7cd  26.059 101405.832  -6.727 460.205  51.983  25.951  25.875 ,63562208793174
8d4  26.182 101349.056  -2.002 243.911  51.685  26.220  25.906 ,63562208793676
