0.00057453,0.027534,-0.0022693,0.00093127,0.0028804,0.00061508
-0.00027866,0.027807,-0.0017941,0.00085704,0.0028471,0.00061843
0.0005487,0.026944,-0.0021919,0.00094374,0.0027543,0.00058376
0.0008109,0.026698,-0.0020874,0.00096228,0.0027777,0.00059225
-0.00042529,0.025829,-0.0021076,0.0008735,0.0026263,0.00058238
-6.0477e-06,0.024784,-0.0020861,0.00092065,0.0025739,0.00051829
5.4801e-05,0.024964,-0.0018885,0.00083054,0.0025761,0.00051556
0.00011643,0.024257,-0.0017287,0.00083777,0.0025272,0.00061515
0.00049097,0.024223,-0.0018785,0.00075561,0.0024152,0.00050031
0.00034261,0.023369,-0.0013913,0.00082821,0.0024416,0.00051562
7.0062e-05,0.022563,-0.0022588,0.00077613,0.0024005,0.0005052
0.00016822,0.022483,-0.001888,0.00075914,0.0023323,0.00049799
-0.00071814,0.020979,-0.0023564,0.0007157,0.0023004,0.000485
0.00056648,0.021747,-0.001626,0.00075655,0.0022481,0.00049478
0.00026415,0.021485,-0.0016826,0.00072655,0.0022356,0.00044648
-0.00033459,0.021111,-0.0016641,0.00070177,0.002218,0.00049105
1.2405e-06,0.020646,-0.0017647,0.00072413,0.0020798,0.00043199
5.6098e-05,0.019691,-0.0020291,0.0007127,0.0021268,0.00045525
-0.00021366,0.020393,-0.0016266,0.00066449,0.0021326,0.00045525
-0.00021843,0.017733,-0.0014923,0.00061153,0.0019024,0.00041358
