-0.00042577,0.021928,-0.0021314,0.00084878,0.00062686,0.00049331
-0.0001661,0.021014,-0.0020926,0.00074292,0.00063963,0.0004853
-0.00095324,0.022154,-0.0009273,0.00071895,0.00063261,0.00044318
0.00019085,0.021079,-0.0021137,0.00083106,0.00067188,0.00049247
-0.00054431,0.020229,-0.0020797,0.00074303,0.0005757,0.00048053
-0.00053428,0.019811,-0.0026141,0.00067883,0.00058052,0.00047134
-0.0006624,0.019089,-0.002638,0.00074586,0.00062568,0.00047719
-0.0012557,0.019034,-0.0028571,0.00075312,0.00063814,0.00047245
0.00021008,0.019089,-0.0023154,0.00075216,0.00058743,0.00046115
-0.00048543,0.019077,-0.0014933,0.00063285,0.00056092,0.00045892
-0.00014202,0.019047,-0.0021508,0.00061376,0.00049588,0.0004511
-0.0006026,0.018481,-0.0017894,0.00068933,0.00056489,0.00041088
-0.00051836,0.017714,-0.0016922,0.00067522,0.00056655,0.00038876
-0.00079657,0.017612,-0.0020428,0.00068154,0.00054302,0.00039479
0.00021324,0.017293,-0.0019743,0.00066234,0.0005812,0.00041341
-0.00034017,0.017858,-0.001294,0.00060477,0.00049907,0.00040446
-0.00059798,0.016849,-0.0022744,0.00056376,0.00047996,0.00040258
-0.00015666,0.017211,-0.0012361,0.00058735,0.00046751,0.00038655
-0.00023592,0.016237,-0.0025304,0.00059765,0.00047639,0.00039415
-0.00049691,0.015484,-0.0012138,0.00046785,0.00043808,0.00033993
