-0.0014464,0.034014,-0.0016824,0.00095224,0.0010163,0.00065944
0.00025928,0.032152,-0.0023552,0.001067,0.0012923,0.00073626
-0.00060759,0.030701,-0.0022827,0.0011669,0.0011588,0.00074457
-0.00070302,0.030767,-0.0025127,0.00091574,0.0009355,0.00069295
-0.0022761,0.029853,-0.0020224,0.00077148,0.00085548,0.00066209
-0.0001932,0.030001,-0.0014251,0.0008336,0.00078991,0.00055471
0.00021187,0.028235,-0.0030031,0.0010012,0.0013867,0.00069994
-0.0010476,0.027701,-0.0021068,0.00059911,0.00077842,0.00052442
-0.00062079,0.026892,-0.0022674,0.0010777,0.00077647,0.00063266
-0.00095282,0.025204,-0.0032439,0.00077975,0.00090092,0.00061529
-0.0010636,0.025769,-0.0018821,0.00079592,0.000721,0.00056062
-0.0010763,0.024663,-0.0024064,0.00079752,0.0006818,0.00055434
0.00012868,0.024975,-0.001661,0.00080077,0.0007906,0.00053674
2.3152e-05,0.024344,-0.003055,0.00073121,0.00077536,0.00050414
-0.0014337,0.023399,-0.0019095,0.00086913,0.00054742,0.00049953
-0.00070897,0.023949,-0.0016545,0.00071582,0.00062265,0.00047156
-0.00025772,0.023198,-0.0024221,0.0007137,0.00063287,0.00044737
-0.0010488,0.022853,-0.0022291,0.00074843,0.00055397,0.00047158
-0.0010234,0.022399,-0.0019358,0.00053667,0.0007165,0.0004377
-0.0013417,0.021725,-0.0012594,0.00060503,0.00062759,0.00041087
