-0.0029957,0.022918,-0.0021021,0.00064452,0.00051488,0.00075237
-0.0021695,0.022618,-0.0018808,0.00059343,0.00053061,0.0008131
-0.0024921,0.022805,-0.0018356,0.00058991,0.00054686,0.00072819
-0.0025495,0.02229,-0.0027535,0.00066172,0.00058648,0.00065857
-0.0018052,0.021906,-0.002392,0.00063625,0.00047355,0.00065868
-0.00036113,0.021584,-0.0018176,0.00061342,0.00047317,0.00066095
-0.0011917,0.020078,-0.0022199,0.00053135,0.00045687,0.00071593
-0.001374,0.021126,-0.0013289,0.00055418,0.00047045,0.00060721
-0.0016255,0.020256,-0.0019288,0.00060994,0.00044197,0.00064014
-0.0018228,0.020053,-0.0016324,0.00051085,0.0004813,0.00056372
-0.0014379,0.018959,-0.0019116,0.00050447,0.0004362,0.0006582
-0.00075755,0.019729,-0.0015032,0.00050158,0.00041587,0.00057685
-0.0015564,0.019162,-0.0014751,0.00049422,0.00041879,0.00052985
-0.0019811,0.018755,-0.0015728,0.00050241,0.00040807,0.00058569
-0.0012152,0.018781,-0.0012351,0.00044489,0.00042082,0.00054563
-0.0014029,0.018291,-0.0011659,0.00046509,0.00043849,0.00058517
-0.00085257,0.018183,-0.00047308,0.00041936,0.00040496,0.00052107
-0.00090825,0.018395,-0.0013024,0.00044821,0.00038564,0.00058954
-0.0014644,0.017481,-0.0010452,0.00047349,0.00037437,0.00051992
-0.001645,0.016048,-0.00128,0.00043375,0.00039641,0.00052365
