-0.00077566,0.027924,-0.0026132,0.00083688,-0.00098146,0.00058949
-0.00070038,0.026012,-0.0022711,0.00074341,-0.0016809,0.00060312
-0.00051287,0.025272,-0.0024512,0.00080346,-0.0013488,0.00067105
-0.00011544,0.025983,-0.0022639,0.00076692,-0.0012153,0.00061828
-0.00031009,0.025071,-0.0021958,0.00070959,-0.0012203,0.00058909
-0.0012052,0.024747,-0.0023305,0.00076138,-0.0012449,0.00058789
-0.00093308,0.023901,-0.0025074,0.00075546,-0.0010642,0.00057938
-0.00047226,0.023857,-0.0024421,0.00073022,-0.0011759,0.00052555
-0.00061531,0.022976,-0.0021134,0.00073425,-0.0012746,0.00056126
-0.00091747,0.021908,-0.0025283,0.00063277,-0.0010746,0.0005406
-0.00033701,0.022289,-0.0019903,0.00065201,-0.0010992,0.00054327
-0.00011292,0.02196,-0.0018213,0.00067331,-0.0010694,0.00054805
6.9076e-06,0.021514,-0.0017905,0.00063096,-0.0012592,0.0005296
-0.00073597,0.020724,-0.0020354,0.00062378,-0.00091841,0.00052832
-7.1942e-05,0.020551,-0.0026021,0.00064541,-0.00093995,0.00050883
-0.00091531,0.021016,-0.0014625,0.00065838,-0.0010645,0.00047618
-0.00069813,0.02029,-0.0017139,0.00065937,-0.00094273,0.00050607
-0.00066148,0.019493,-0.0017397,0.00070363,-0.0012426,0.00053185
-0.00029806,0.019,-0.0024999,0.00063833,-0.0010704,0.00046165
0.00022292,0.017171,-0.0017117,0.00049746,-0.00066733,0.00043396
